"행정구역","2020년07월_남_총인구수","2020년07월_남_연령구간인구수","2020년07월_남_0~9세","2020년07월_남_10~19세","2020년07월_남_20~29세","2020년07월_남_30~39세","2020년07월_남_40~49세","2020년07월_남_50~59세","2020년07월_남_60~69세","2020년07월_남_70~79세","2020년07월_남_80~89세","2020년07월_남_90~99세","2020년07월_남_100세 이상","2020년07월_여_총인구수","2020년07월_여_연령구간인구수","2020년07월_여_0~9세","2020년07월_여_10~19세","2020년07월_여_20~29세","2020년07월_여_30~39세","2020년07월_여_40~49세","2020년07월_여_50~59세","2020년07월_여_60~69세","2020년07월_여_70~79세","2020년07월_여_80~89세","2020년07월_여_90~99세","2020년07월_여_100세 이상"
"서울특별시 성북구 장위제2동(1129077000)","6,893","6,893","295","482","947","908","1,072","1,277","1,029","643","221","17","2","7,075","7,075","316","468","956","808","932","1,228","1,159","795","326","61","26"
"서울특별시 성북구 장위제3동(1129078000)","8,893","8,893","916","759","1,153","1,431","1,408","1,457","1,045","551","160","11","2","9,010","9,010","887","724","1,168","1,487","1,393","1,372","1,096","604","226","42","11"
"서울특별시 성북구 석관동(1129081000)","17,706","17,706","1,055","1,226","2,606","2,647","2,704","2,967","2,539","1,463","462","30","7","18,089","18,089","1,008","1,111","2,678","2,424","2,560","3,091","2,639","1,759","709","101","9"
"서울특별시 강북구 (1130500000)","151,707","151,707","8,559","11,667","21,198","20,818","24,509","25,949","21,024","13,071","4,441","410","61","159,491","159,491","7,993","10,994","22,027","18,776","23,396","27,184","24,178","16,947","6,749","1,064","183"
"서울특별시 강북구 삼양동(1130553400)","12,439","12,439","720","1,070","1,663","1,614","1,941","2,266","1,747","1,040","330","38","10","12,489","12,489","656","975","1,538","1,445","1,881","2,184","1,993","1,213","489","95","20"
"서울특별시 강북구 미아동(1130553500)","10,731","10,731","453","725","1,672","1,561","1,630","1,867","1,564","914","317","27","1","11,549","11,549","401","660","2,119","1,387","1,523","2,008","1,719","1,167","482","75","8"
"서울특별시 강북구 송중동(1130554500)","14,738","14,738","835","1,026","2,087","2,155","2,424","2,448","2,068","1,250","402","31","12","15,938","15,938","784","1,091","2,211","2,087","2,323","2,768","2,437","1,566","568","86","17"
"서울특별시 강북구 송천동(1130555500)","13,854","13,854","600","852","1,931","1,800","2,149","2,581","2,216","1,256","423","41","5","13,953","13,953","569","857","1,816","1,557","1,920","2,526","2,333","1,621","639","96","19"
"서울특별시 강북구 삼각산동(1130557500)","15,553","15,553","1,621","2,079","1,689","1,843","3,233","2,450","1,514","835","261","21","7","16,808","16,808","1,498","1,989","1,752","2,088","3,457","2,489","1,760","1,165","513","79","18"
"서울특별시 강북구 번1동(1130559500)","9,598","9,598","388","598","1,604","1,539","1,574","1,625","1,209","789","246","25","1","9,612","9,612","360","530","1,732","1,339","1,391","1,526","1,352","969","352","54","7"
"서울특별시 강북구 번2동(1130560300)","8,102","8,102","395","612","1,122","1,049","1,271","1,397","1,201","795","244","13","3","8,569","8,569","340","535","1,039","824","1,249","1,455","1,451","1,186","429","58","3"
"서울특별시 강북구 번3동(1130560800)","8,399","8,399","532","704","1,022","940","1,390","1,354","1,175","985","272","24","1","9,388","9,388","483","692","978","874","1,341","1,472","1,497","1,529","446","68","8"
"서울특별시 강북구 수유1동(1130561500)","10,562","10,562","541","705","1,562","1,520","1,657","1,777","1,515","920","328","33","4","10,824","10,824","539","686","1,540","1,292","1,410","1,930","1,739","1,090","486","79","33"
"서울특별시 강북구 수유2동(1130562500)","10,342","10,342","566","782","1,460","1,361","1,566","1,787","1,500","916","372","31","1","11,238","11,238","543","683","1,605","1,188","1,567","2,023","1,730","1,242","565","88","4"
"서울특별시 강북구 수유3동(1130563500)","11,762","11,762","431","637","2,072","1,909","1,773","2,052","1,543","977","330","36","2","11,885","11,885","452","524","2,195","1,581","1,571","2,021","1,791","1,205","473","60","12"
"서울특별시 강북구 우이동(1130564500)","10,234","10,234","615","766","1,260","1,408","1,556","1,724","1,506","952","394","45","8","10,791","10,791","524","672","1,416","1,221","1,509","1,885","1,725","1,215","512","89","23"
"서울특별시 강북구 인수동(1130566000)","15,393","15,393","862","1,111","2,054","2,119","2,345","2,621","2,266","1,442","522","45","6","16,447","16,447","844","1,100","2,086","1,893","2,254","2,897","2,651","1,779","795","137","11"
"서울특별시 도봉구 (1132000000)","160,465","160,465","10,093","13,575","22,525","21,444","24,510","27,520","23,355","12,654","4,307","435","47","168,357","168,357","9,472","12,802","21,693","20,510","25,013","30,164","25,464","14,941","6,999","1,171","128"
"서울특별시 도봉구 창제1동(1132051100)","12,213","12,213","830","1,142","1,678","1,733","2,050","1,950","1,610","863","319","36","2","13,404","13,404","783","1,108","1,712","1,769","2,165","2,278","1,825","1,143","539","76","6"
"서울특별시 도봉구 창제2동(1132051200)","14,646","14,646","996","1,234","2,071","2,170","2,372","2,464","1,917","1,019","381","22","0","15,272","15,272","922","1,120","2,093","2,122","2,290","2,727","2,126","1,263","538","69","2"
"서울특별시 도봉구 창제3동(1132051300)","7,239","7,239","434","571","979","948","1,131","1,342","1,008","611","201","11","3","7,243","7,243","404","539","891","814","1,068","1,320","1,074","764","315","47","7"
"서울특별시 도봉구 창제4동(1132051400)","13,210","13,210","952","1,378","1,922","1,693","2,110","2,368","1,639","802","300","42","4","14,289","14,289","911","1,318","1,883","1,780","2,396","2,614","1,771","942","576","89","9"
"서울특별시 도봉구 창제5동(1132051500)","12,176","12,176","823","1,029","1,824","1,852","1,717","2,069","1,700","824","298","36","4","13,175","13,175","770","1,002","1,891","1,744","1,929","2,421","1,883","940","493","94","8"
"서울특별시 도봉구 도봉제1동(1132052100)","11,001","11,001","448","677","1,434","1,333","1,637","1,911","1,843","1,275","400","40","3","10,744","10,744","456","578","1,246","1,073","1,385","1,933","2,001","1,396","586","75","15"
"서울특별시 도봉구 도봉제2동(1132052200)","13,814","13,814","862","928","1,743","1,911","1,990","2,224","2,340","1,335","434","41","6","14,366","14,366","849","855","1,711","1,839","1,879","2,368","2,539","1,497","686","122","21"
"서울특별시 도봉구 쌍문제1동(1132066000)","10,600","10,600","639","825","1,478","1,353","1,689","1,790","1,540","944","311","24","7","11,366","11,366","593","873","1,629","1,289","1,629","1,938","1,725","1,101","496","83","10"
"서울특별시 도봉구 쌍문제2동(1132067000)","9,421","9,421","584","764","1,324","1,380","1,429","1,513","1,405","725","261","29","7","10,116","10,116","502","705","1,284","1,282","1,429","1,823","1,601","943","453","84","10"
"서울특별시 도봉구 쌍문제3동(1132068000)","8,203","8,203","424","539","1,255","1,240","1,285","1,317","1,153","721","248","20","1","8,694","8,694","420","502","1,315","1,166","1,191","1,536","1,280","895","331","51","7"
"서울특별시 도봉구 쌍문제4동(1132068100)","9,276","9,276","680","1,037","1,341","1,159","1,405","1,573","1,319","541","194","27","0","10,256","10,256","611","1,050","1,267","1,248","1,675","1,918","1,413","635","358","77","4"
"서울특별시 도봉구 방학제1동(1132069000)","14,571","14,571","805","1,164","2,085","1,752","2,118","2,795","2,180","1,283","353","35","1","14,780","14,780","816","1,120","1,937","1,679","2,205","2,708","2,349","1,302","543","111","10"
"서울특별시 도봉구 방학제2동(1132070000)","10,395","10,395","514","788","1,497","1,267","1,564","1,920","1,651","875","282","32","5","10,180","10,180","485","719","1,261","1,058","1,463","1,936","1,654","1,063","450","78","13"
"서울특별시 도봉구 방학제3동(1132071000)","13,700","13,700","1,102","1,499","1,894","1,653","2,013","2,284","2,050","836","325","40","4","14,472","14,472","950","1,313","1,573","1,647","2,309","2,644","2,223","1,057","635","115","6"
"서울특별시 노원구 (1135000000)","255,127","255,127","17,817","28,266","37,982","32,995","41,823","42,812","31,037","16,158","5,559","594","84","272,854","272,854","16,740","26,295","35,825","33,125","46,041","45,507","35,624","21,195","10,509","1,801","192"
"서울특별시 노원구 월계1동(1135056000)","11,781","11,781","650","959","2,248","1,548","1,816","1,824","1,484","911","312","25","4","11,087","11,087","624","831","1,629","1,309","1,689","1,811","1,620","1,073","405","83","13"
"서울특별시 노원구 월계2동(1135057000)","13,430","13,430","942","1,157","1,756","1,716","2,228","2,213","1,962","1,121","298","36","1","14,410","14,410","915","1,094","1,537","1,680","2,190","2,403","2,406","1,384","671","115","15"
"서울특별시 노원구 월계3동(1135058000)","14,854","14,854","1,228","1,150","1,845","2,381","2,383","2,256","2,022","1,166","387","34","2","16,131","16,131","1,126","1,074","1,822","2,388","2,350","2,602","2,518","1,439","690","109","13"
"서울특별시 노원구 공릉1동(1135059500)","18,590","18,590","1,139","1,412","3,449","2,826","2,806","2,807","2,493","1,234","382","40","2","19,421","19,421","1,077","1,395","3,364","2,706","2,706","3,060","2,862","1,492","633","112","14"
"서울특별시 노원구 공릉2동(1135060000)","19,487","19,487","1,545","2,309","3,288","2,637","3,189","3,012","2,073","1,046","341","41","6","20,473","20,473","1,443","2,238","3,368","2,648","3,543","3,097","2,260","1,189","578","101","8"
"서울특별시 노원구 하계1동(1135061100)","13,425","13,425","650","1,854","2,580","1,425","1,926","2,404","1,585","692","264","43","2","14,461","14,461","597","1,469","2,226","1,372","2,430","2,616","1,880","1,118","660","89","4"
"서울특별시 노원구 하계2동(1135061200)","10,949","10,949","821","1,475","1,606","1,240","1,923","1,929","1,148","561","224","21","1","11,997","11,997","769","1,419","1,556","1,368","2,227","2,054","1,290","785","456","70","3"
"서울특별시 노원구 중계본동(1135061900)","12,391","12,391","865","2,259","1,767","927","2,297","2,396","1,186","473","193","24","4","12,924","12,924","766","2,245","1,595","1,035","2,911","2,229","1,078","646","346","62","11"
"서울특별시 노원구 중계1동(1135062100)","13,505","13,505","1,096","3,074","1,564","886","2,943","2,401","976","399","144","18","4","14,089","14,089","916","2,750","1,421","1,170","3,772","2,064","1,020","580","344","44","8"
"서울특별시 노원구 중계4동(1135062400)","10,124","10,124","616","1,352","1,352","1,038","1,691","1,803","1,231","760","255","26","0","10,835","10,835","614","1,061","1,271","1,003","1,934","1,837","1,392","1,141","485","84","13"
"서울특별시 노원구 중계2.3동(1135062500)","16,679","16,679","1,125","1,588","2,301","2,163","2,963","2,724","2,072","1,227","461","52","3","19,357","19,357","1,108","1,732","2,129","2,263","3,096","3,013","2,713","2,091","1,038","162","12"
"서울특별시 노원구 상계1동(1135063000)","19,234","19,234","1,293","1,790","2,785","2,532","2,795","3,344","2,822","1,326","468","46","33","20,313","20,313","1,180","1,650","2,678","2,485","3,046","3,773","3,008","1,564","753","160","16"
"서울특별시 노원구 상계2동(1135064000)","10,295","10,295","538","997","1,677","1,238","1,560","1,971","1,394","684","213","18","5","10,519","10,519","512","945","1,661","1,152","1,672","1,999","1,407","752","344","68","7"
"서울특별시 노원구 상계3.4동(1135066500)","13,559","13,559","754","1,183","1,757","1,586","2,069","2,464","2,029","1,221","458","30","8","13,738","13,738","722","988","1,521","1,452","2,004","2,422","2,231","1,557","716","105","20"
"서울특별시 노원구 상계5동(1135067000)","12,105","12,105","593","1,083","1,844","1,439","1,868","2,214","1,692","999","326","41","6","12,759","12,759","569","1,045","1,643","1,258","1,939","2,346","1,927","1,309","600","101","22"
"서울특별시 노원구 상계6.7동(1135069500)","15,747","15,747","1,347","1,624","2,275","2,336","2,604","2,610","1,745","846","318","41","1","18,140","18,140","1,302","1,520","2,421","2,660","3,092","3,044","2,153","1,136","666","142","4"
"서울특별시 노원구 상계8동(1135070000)","11,240","11,240","1,334","1,099","1,315","2,417","1,973","1,436","965","513","170","18","0","12,115","12,115","1,260","1,068","1,397","2,451","2,007","1,607","1,244","656","361","60","4"
"서울특별시 노원구 상계9동(1135071000)","10,231","10,231","768","1,190","1,434","1,446","1,648","1,700","1,235","586","203","21","0","11,261","11,261","730","1,067","1,305","1,432","2,002","1,931","1,489","776","444","82","3"
"서울특별시 노원구 상계10동(1135072000)","7,501","7,501","513","711","1,139","1,214","1,141","1,304","923","393","142","19","2","8,824","8,824","510","704","1,281","1,293","1,431","1,599","1,126","507","319","52","2"
"서울특별시 은평구 (1138000000)","231,384","231,384","15,812","20,122","32,222","34,609","38,296","37,225","29,077","17,212","6,153","577","79","249,800","249,800","15,104","19,302","34,486","34,907","39,189","40,106","33,976","21,730","9,163","1,501","336"
"서울특별시 은평구 녹번동(1138051000)","17,893","17,893","1,285","1,213","2,388","3,078","2,948","2,819","2,239","1,379","498","41","5","19,569","19,569","1,278","1,212","2,655","3,055","2,890","3,102","2,732","1,774","717","136","18"
"서울특별시 은평구 불광제1동(1138052000)","18,979","18,979","1,285","1,446","2,688","2,716","3,007","3,157","2,500","1,510","600","59","11","21,034","21,034","1,207","1,313","2,777","2,837","3,179","3,617","3,009","2,016","921","136","22"
